"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 27 16:11:59 GMT 2021","Tue Jul 27 16:12:02 GMT 2021","3153","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"" сумма платежа равна сумме платежа в базе данных",""
"failed","Tue Jul 27 16:13:44 GMT 2021","Tue Jul 27 16:13:49 GMT 2021","5266","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"failed","Tue Jul 27 16:14:15 GMT 2021","Tue Jul 27 16:14:29 GMT 2021","14833","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithCyrillicOwner","Заявка ""Кредит по данным карты"" не отправляется с символами на кириллице в поле ""Владелец""",""
"passed","Tue Jul 27 16:14:10 GMT 2021","Tue Jul 27 16:14:14 GMT 2021","3775","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldApprovedWithApprovedCard","Заявка ""Кредит по данным карты"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"failed","Tue Jul 27 16:13:49 GMT 2021","Tue Jul 27 16:13:59 GMT 2021","9533","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooSmallMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"failed","Tue Jul 27 16:12:10 GMT 2021","Tue Jul 27 16:12:27 GMT 2021","17106","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithDeclinedCard","Заявка ""Оплата по карте"", заполненная данными карты со статусом Declined отклонена банком",""
"passed","Tue Jul 27 16:11:52 GMT 2021","Tue Jul 27 16:11:59 GMT 2021","7540","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"passed","Tue Jul 27 16:14:35 GMT 2021","Tue Jul 27 16:14:35 GMT 2021","110","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldOpenOnLocalhost","Страница ""Путешествие дня"" доступна по адресу localhost:8080",""
"passed","Tue Jul 27 16:14:14 GMT 2021","Tue Jul 27 16:14:15 GMT 2021","1042","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithIncorrectCvc","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"passed","Tue Jul 27 16:14:09 GMT 2021","Tue Jul 27 16:14:10 GMT 2021","1036","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithPastPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года прошлого периода в поле ""Год""",""
