"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jul 27 15:32:19 GMT 2021","Tue Jul 27 15:32:19 GMT 2021","145","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooBigMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"broken","Tue Jul 27 15:32:19 GMT 2021","Tue Jul 27 15:32:19 GMT 2021","126","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithIncorrectCvc","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"broken","Tue Jul 27 15:32:16 GMT 2021","Tue Jul 27 15:32:16 GMT 2021","134","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"broken","Tue Jul 27 15:32:17 GMT 2021","Tue Jul 27 15:32:17 GMT 2021","130","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
"broken","Tue Jul 27 15:32:03 GMT 2021","Tue Jul 27 15:32:14 GMT 2021","10834","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldStoreDeclinedOrderByCardIntoDatabase","После отклоненной заявки ""Оплата по карте"", данные о заявке со статусом DECLINED сохраняются в базе данных",""
"broken","Tue Jul 27 15:32:18 GMT 2021","Tue Jul 27 15:32:19 GMT 2021","1180","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
"broken","Tue Jul 27 15:32:15 GMT 2021","Tue Jul 27 15:32:15 GMT 2021","161","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"" сумма платежа равна сумме платежа в базе данных",""
"broken","Tue Jul 27 15:32:20 GMT 2021","Tue Jul 27 15:32:20 GMT 2021","134","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldOpenOnLocalhost","Страница ""Путешествие дня"" доступна по адресу localhost:8080",""
"broken","Tue Jul 27 15:32:19 GMT 2021","Tue Jul 27 15:32:20 GMT 2021","127","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithCyrillicOwner","Заявка ""Кредит по данным карты"" не отправляется с символами на кириллице в поле ""Владелец""",""
"broken","Tue Jul 27 15:32:17 GMT 2021","Tue Jul 27 15:32:17 GMT 2021","152","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithShortCardNumber","Заявка ""Оплата по карте"" не отправляется с невалидным значением в поле ""Номер карты""",""
