"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jul 23 14:30:08 GMT 2021","Fri Jul 23 14:30:14 GMT 2021","5287","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotVisibleValidatedErrorsAfterFillValidData","Ошибки валидации не отображаются при заполнении полей валидными данными",""
"passed","Fri Jul 23 14:31:53 GMT 2021","Fri Jul 23 14:31:59 GMT 2021","6264","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldApprovedWithApprovedCard","Заявка ""Кредит по данным карты"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"failed","Fri Jul 23 14:29:49 GMT 2021","Fri Jul 23 14:30:04 GMT 2021","14733","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithDeclinedCard","Заявка ""Оплата по карте"", заполненная данными карты со статусом Declined отклонена банком",""
"passed","Fri Jul 23 14:31:42 GMT 2021","Fri Jul 23 14:31:51 GMT 2021","9138","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithInvalidCard","Заявка ""Кредит по данным карты"", заполненная невалидными данными карты, отклонена банком",""
"failed","Fri Jul 23 14:31:01 GMT 2021","Fri Jul 23 14:31:20 GMT 2021","19599","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldDeclinedWithDeclinedCard","Заявка ""Кредит по данным карты"", заполненная данными карты со статусом Declined отклонена банком",""
"failed","Fri Jul 23 14:31:30 GMT 2021","Fri Jul 23 14:31:42 GMT 2021","11565","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithTooSmallMonth","Заявка ""Кредит по данным карты"" не отправляется со значением месяца, меньше ""01"", в поле ""Месяц""",""
"passed","Fri Jul 23 14:31:00 GMT 2021","Fri Jul 23 14:31:01 GMT 2021","947","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithNextPeriod","Заявка ""Кредит по данным карты"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"passed","Fri Jul 23 14:29:27 GMT 2021","Fri Jul 23 14:29:34 GMT 2021","7140","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedCreditByCardIntoDatabase","После успешной заявки ""Купить в кредит"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"passed","Fri Jul 23 14:29:13 GMT 2021","Fri Jul 23 14:29:19 GMT 2021","6516","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"", данные о платеже со статусом APPROVED сохраняются в базе данных",""
"passed","Fri Jul 23 14:31:59 GMT 2021","Fri Jul 23 14:32:00 GMT 2021","897","","ru.netology.cases.OrderByCreditTest","","ru.netology.cases.OrderByCreditTest","shouldNotSendWithIncorrectCvc","Заявка ""Кредит по данным карты"" не отправляется с невалидным значением в поле ""CVC/CVV""",""
"passed","Fri Jul 23 14:30:39 GMT 2021","Fri Jul 23 14:30:40 GMT 2021","889","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithTooBigMonth","Заявка ""Оплата по карте"" не отправляется со значением месяца, больше ""12"", в поле ""Месяц""",""
"passed","Fri Jul 23 14:30:40 GMT 2021","Fri Jul 23 14:30:41 GMT 2021","966","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithPastPeriod","Заявка ""Оплата по карте"" не отправляется со значением года прошлого периода в поле ""Год""",""
"passed","Fri Jul 23 14:32:15 GMT 2021","Fri Jul 23 14:32:15 GMT 2021","74","","ru.netology.cases.MainPageTest","","ru.netology.cases.MainPageTest","shouldOpenOnLocalhost","Страница ""Путешествие дня"" доступна по адресу localhost:8080",""
"passed","Fri Jul 23 14:29:48 GMT 2021","Fri Jul 23 14:29:49 GMT 2021","963","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendWithNextPeriod","Заявка ""Оплата по карте"" не отправляется со значением года далекого будущего периода в поле ""Год""",""
"failed","Fri Jul 23 14:30:04 GMT 2021","Fri Jul 23 14:30:08 GMT 2021","4704","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldNotSendEmptyFields","Пустая форма заявки ""Оплата по карте"" не отправляется в банк",""
"passed","Fri Jul 23 14:30:41 GMT 2021","Fri Jul 23 14:30:48 GMT 2021","7005","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldApprovedWithApprovedCard","Заявка ""Оплата по карте"", заполненная валидными данными карты со статусом Approved успешно одобрена банком",""
"passed","Fri Jul 23 14:30:28 GMT 2021","Fri Jul 23 14:30:39 GMT 2021","11194","","ru.netology.cases.OrderByCardTest","","ru.netology.cases.OrderByCardTest","shouldDeclinedWithInvalidCard","Заявка ""Оплата по карте"", заполненная невалидными данными карты, отклонена банком",""
"failed","Fri Jul 23 14:29:34 GMT 2021","Fri Jul 23 14:29:40 GMT 2021","5714","","ru.netology.cases.DataBaseTest","","ru.netology.cases.DataBaseTest","shouldEqualsAmountsApprovedOrderByCardIntoDatabase","После успешной заявки ""Оплата по карте"" сумма платежа равна сумме платежа в базе данных",""
